order_date,region,regional_manager,total_sales,total_profit,total_cogs,total_units,orders,profit_margin
2020-08-31,East,Rylee Sasa,184.54,45.17,139.38,13,5,0.2448
2020-08-31,South,Sam Abioye,1793.98,843.17,950.81,2,1,0.47
2020-09-01,Central,Neelam Nilam,7.68,-11.52,19.2,5,1,-1.5
2020-09-01,East,Rylee Sasa,14.4,7.06,7.34,5,1,0.4903
2020-09-03,East,Rylee Sasa,264.32,19.82,244.5,2,1,0.075
2020-09-03,South,Sam Abioye,31.98,2.0,29.99,2,1,0.0625
2020-09-04,West,Sasha Ellington,100.36,39.64,60.72,14,2,0.395
2020-09-05,Central,Neelam Nilam,2475.0,-78.25,2553.24,54,17,-0.0316
2020-09-05,East,Rylee Sasa,917.04,-451.54,1368.57,13,5,-0.4924
2020-09-05,West,Sasha Ellington,131.84,48.52,83.32,11,3,0.368
2020-09-06,Central,Neelam Nilam,11757.79,-1904.21,13662.0,54,11,-0.162
2020-09-06,East,Rylee Sasa,193.06,19.33,173.75,6,3,0.1001
2020-09-06,South,Sam Abioye,371.82,154.95,216.87,19,4,0.4167
2020-09-06,West,Sasha Ellington,1905.75,277.26,1628.49,33,9,0.1455
2020-09-07,Central,Neelam Nilam,114.5,55.21,59.29,10,2,0.4822
2020-09-07,East,Rylee Sasa,2629.1,533.15,2095.96,44,10,0.2028
2020-09-07,South,Sam Abioye,1299.99,-572.0,1871.99,2,1,-0.44
2020-09-08,East,Rylee Sasa,336.82,98.59,238.23,9,2,0.2927
2020-09-08,South,Sam Abioye,9.64,4.72,4.92,2,1,0.4896
2020-09-08,West,Sasha Ellington,1508.77,156.3,1352.46,12,2,0.1036
2020-09-09,West,Sasha Ellington,127.95,21.75,106.2,3,1,0.17
2020-09-10,Central,Neelam Nilam,793.03,172.4,620.63,17,5,0.2174
2020-09-10,East,Rylee Sasa,3919.2,403.81,3515.39,14,3,0.103
2020-09-10,South,Sam Abioye,192.43,24.68,167.74,8,3,0.1283
2020-09-11,Central,Neelam Nilam,340.12,-9.72,349.83,6,1,-0.0286
2020-09-11,East,Rylee Sasa,275.51,58.46,217.05,14,4,0.2122
2020-09-11,South,Sam Abioye,18.65,-12.43,31.08,7,1,-0.6665
2020-09-11,West,Sasha Ellington,641.13,207.5,433.64,26,9,0.3236
2020-09-12,Central,Neelam Nilam,104.02,-144.19,248.22,19,6,-1.3862
2020-09-12,East,Rylee Sasa,4744.01,1613.76,3130.26,43,9,0.3402
2020-09-12,South,Sam Abioye,175.69,61.2,114.48,15,4,0.3483
2020-09-13,East,Rylee Sasa,133.44,30.17,103.27,9,3,0.2261
2020-09-14,East,Rylee Sasa,33.55,12.58,20.97,1,1,0.375
2020-09-15,East,Rylee Sasa,5.89,-4.12,10.02,4,1,-0.6995
2020-09-15,South,Sam Abioye,52.6,14.88,37.74,3,2,0.2829
2020-09-15,West,Sasha Ellington,762.03,222.78,539.23,46,11,0.2924
2020-09-17,Central,Neelam Nilam,5579.94,-762.0,6341.93,10,2,-0.1366
2020-09-17,East,Rylee Sasa,887.1,177.42,709.68,7,1,0.2
2020-09-17,South,Sam Abioye,2692.33,-937.41,3629.75,9,2,-0.3482
2020-09-17,West,Sasha Ellington,179.27,-17.16,196.42,12,4,-0.0957
2020-09-18,Central,Neelam Nilam,1122.25,-474.69,1596.95,13,3,-0.423
2020-09-18,East,Rylee Sasa,4106.51,1106.3,3000.22,33,9,0.2694
2020-09-18,South,Sam Abioye,2.82,0.99,1.83,2,1,0.3511
2020-09-18,West,Sasha Ellington,104.39,37.51,66.89,15,5,0.3593
2020-09-19,Central,Neelam Nilam,77.25,14.04,63.21,8,4,0.1817
2020-09-19,East,Rylee Sasa,104.76,23.27,81.5,18,4,0.2221
2020-09-19,West,Sasha Ellington,2497.63,840.13,1657.52,29,8,0.3364
2020-09-20,Central,Neelam Nilam,331.54,-82.88,414.42,3,1,-0.25
2020-09-20,East,Rylee Sasa,693.99,125.92,568.07,12,4,0.1814
2020-09-20,South,Sam Abioye,4.61,1.67,2.94,2,1,0.3623
2020-09-20,West,Sasha Ellington,210.13,42.77,167.36,7,2,0.2035
2020-09-21,Central,Neelam Nilam,9900.19,4668.7,5231.49,17,4,0.4716
2020-09-21,East,Rylee Sasa,242.16,87.89,154.28,26,6,0.3629
2020-09-21,West,Sasha Ellington,519.98,52.01,467.97,5,2,0.1
2020-09-22,West,Sasha Ellington,211.96,8.48,203.48,4,1,0.04
2020-09-23,Central,Neelam Nilam,340.3,-89.93,430.23,14,4,-0.2643
2020-09-23,West,Sasha Ellington,14.58,2.37,12.21,2,1,0.1626
2020-09-24,Central,Neelam Nilam,154.7,37.06,117.65,12,2,0.2396
2020-09-24,East,Rylee Sasa,265.23,30.51,234.72,27,7,0.115
2020-09-24,West,Sasha Ellington,1060.68,163.15,897.53,10,4,0.1538
2020-09-25,East,Rylee Sasa,87.54,37.64,49.9,3,1,0.43
2020-09-25,West,Sasha Ellington,685.9,85.46,600.44,7,2,0.1246
2020-09-26,East,Rylee Sasa,46.26,12.49,33.77,3,1,0.27
2020-09-26,South,Sam Abioye,444.04,51.87,392.15,14,3,0.1168
2020-09-27,East,Rylee Sasa,3967.99,32.38,3935.63,45,10,0.0082
2020-09-27,West,Sasha Ellington,4141.08,857.9,3283.18,28,9,0.2072
2020-09-28,East,Rylee Sasa,859.59,89.31,770.28,10,3,0.1039
2020-09-28,South,Sam Abioye,84.77,16.69,68.08,9,2,0.1969
2020-09-28,West,Sasha Ellington,43.18,13.49,29.68,7,1,0.3124
2020-09-29,West,Sasha Ellington,4.71,0.0,4.71,1,1,0.0
2020-09-30,West,Sasha Ellington,598.15,133.77,464.38,18,7,0.2236
2020-10-01,Central,Neelam Nilam,316.19,-93.39,409.57,18,6,-0.2954
2020-10-01,East,Rylee Sasa,212.95,5.53,207.43,10,3,0.026
2020-10-01,South,Sam Abioye,67.76,5.08,62.68,5,2,0.075
2020-10-01,West,Sasha Ellington,265.78,17.35,248.44,4,2,0.0653
2020-10-02,East,Rylee Sasa,589.41,-6.55,595.96,5,1,-0.0111
2020-10-02,West,Sasha Ellington,139.34,51.62,87.72,11,3,0.3705
2020-10-03,East,Rylee Sasa,91.92,11.49,80.43,5,1,0.125
2020-10-03,West,Sasha Ellington,99.98,34.99,64.99,2,1,0.35
2020-10-04,Central,Neelam Nilam,401.7,61.77,339.93,4,2,0.1538
2020-10-04,East,Rylee Sasa,83.92,-13.64,97.56,5,1,-0.1625
2020-10-04,West,Sasha Ellington,9.09,1.91,7.18,3,1,0.2101
2020-10-05,Central,Neelam Nilam,107.44,10.74,96.7,10,1,0.1
2020-10-05,East,Rylee Sasa,129.92,21.11,108.81,5,1,0.1625
2020-10-06,East,Rylee Sasa,123.92,55.76,68.16,4,1,0.45
2020-10-06,South,Sam Abioye,23.47,4.99,18.48,3,1,0.2126
2020-10-07,South,Sam Abioye,88.77,31.07,57.7,2,1,0.35
2020-10-07,West,Sasha Ellington,160.59,38.93,121.66,4,2,0.2424
2020-10-08,Central,Neelam Nilam,1488.77,117.41,1371.38,19,4,0.0789
2020-10-08,East,Rylee Sasa,120.25,-84.79,205.05,4,2,-0.7051
2020-10-08,West,Sasha Ellington,440.35,137.34,303.02,19,4,0.3119
2020-10-09,East,Rylee Sasa,483.33,78.55,404.78,5,2,0.1625
2020-10-09,South,Sam Abioye,16.23,7.36,8.87,5,2,0.4535
2020-10-09,West,Sasha Ellington,881.6,24.69,856.9,23,5,0.028
2020-10-10,Central,Neelam Nilam,22.24,2.5,19.74,2,1,0.1124
2020-10-10,West,Sasha Ellington,36.29,10.37,25.92,6,2,0.2858
2020-10-11,East,Rylee Sasa,272.67,39.34,233.33,6,3,0.1443
2020-10-11,South,Sam Abioye,389.74,35.26,354.48,14,4,0.0905
2020-10-11,West,Sasha Ellington,1549.77,379.5,1170.27,15,4,0.2449
2020-10-12,Central,Neelam Nilam,2347.4,719.23,1628.18,29,5,0.3064
2020-10-12,East,Rylee Sasa,2178.09,340.14,1837.95,28,5,0.1562
2020-10-13,East,Rylee Sasa,191.34,-4.97,196.31,4,2,-0.026
2020-10-13,South,Sam Abioye,15.38,4.04,11.35,1,1,0.2627
2020-10-14,West,Sasha Ellington,194.32,91.41,102.91,6,2,0.4704
2020-10-15,Central,Neelam Nilam,136.07,-36.84,172.91,10,3,-0.2707
2020-10-16,East,Rylee Sasa,249.47,-12.22,261.69,16,3,-0.049
2020-10-16,South,Sam Abioye,2822.14,589.97,2232.17,20,4,0.2091
2020-10-16,West,Sasha Ellington,63.3,28.35,34.95,3,2,0.4479
2020-10-17,West,Sasha Ellington,641.1,124.55,516.56,27,7,0.1943
2020-10-18,Central,Neelam Nilam,1074.16,106.47,967.7,14,6,0.0991
2020-10-18,South,Sam Abioye,426.94,-172.46,599.4,6,2,-0.4039
2020-10-19,East,Rylee Sasa,531.38,-109.18,640.56,7,2,-0.2055
2020-10-19,South,Sam Abioye,788.86,122.97,665.9,10,3,0.1559
2020-10-19,West,Sasha Ellington,36.36,12.27,24.09,3,1,0.3375
2020-10-20,East,Rylee Sasa,93.89,12.91,80.98,4,1,0.1375
2020-10-20,South,Sam Abioye,129.92,10.39,119.53,4,1,0.08
2020-10-22,South,Sam Abioye,22.22,7.42,14.8,5,2,0.3339
2020-10-22,West,Sasha Ellington,34.27,11.14,23.13,3,1,0.3251
2020-10-23,East,Rylee Sasa,54.48,-9.08,63.56,6,2,-0.1667
2020-10-23,West,Sasha Ellington,49.41,18.53,30.88,4,1,0.375
2020-10-24,West,Sasha Ellington,447.88,41.6,406.28,9,2,0.0929
2020-10-25,South,Sam Abioye,22.32,7.66,14.66,5,2,0.3432
2020-10-26,Central,Neelam Nilam,257.98,74.81,183.17,2,1,0.29
2020-10-26,West,Sasha Ellington,1252.6,18.62,1233.99,17,5,0.0149
2020-10-27,Central,Neelam Nilam,2813.81,378.54,2435.27,10,3,0.1345
2020-10-29,East,Rylee Sasa,3538.17,-262.44,3800.61,28,8,-0.0742
2020-10-29,West,Sasha Ellington,1823.86,214.34,1609.52,55,11,0.1175
2020-10-30,Central,Neelam Nilam,15.7,5.1,10.59,3,1,0.3248
2020-10-30,East,Rylee Sasa,903.94,264.79,639.16,21,7,0.2929
2020-10-30,South,Sam Abioye,1119.6,149.08,970.52,34,6,0.1332
2020-10-30,West,Sasha Ellington,2692.85,244.41,2448.43,23,6,0.0908
2020-10-31,Central,Neelam Nilam,88.78,7.77,81.01,3,1,0.0875
2020-10-31,East,Rylee Sasa,733.63,-91.35,824.99,29,5,-0.1245
2020-10-31,South,Sam Abioye,799.92,239.98,559.94,10,1,0.3
2020-10-31,West,Sasha Ellington,504.03,130.19,373.85,7,4,0.2583
2020-11-01,Central,Neelam Nilam,89.97,18.89,71.08,3,1,0.21
2020-11-01,East,Rylee Sasa,1144.46,182.47,961.99,16,6,0.1594
2020-11-01,South,Sam Abioye,1543.02,-312.93,1855.96,29,6,-0.2028
2020-11-01,West,Sasha Ellington,6.72,3.36,3.36,4,1,0.5
2020-11-02,East,Rylee Sasa,4859.43,2261.71,2597.73,18,6,0.4654
2020-11-02,South,Sam Abioye,66.62,7.82,58.79,8,2,0.1174
2020-11-02,West,Sasha Ellington,1767.7,173.86,1593.84,24,7,0.0984
2020-11-03,East,Rylee Sasa,1476.84,-127.17,1603.98,17,5,-0.0861
2020-11-03,South,Sam Abioye,197.69,56.72,140.97,8,2,0.2869
2020-11-03,West,Sasha Ellington,20.04,8.82,11.22,6,1,0.4401
2020-11-04,South,Sam Abioye,43.68,20.97,22.71,6,1,0.4801
2020-11-05,Central,Neelam Nilam,1143.21,74.45,1068.75,34,9,0.0651
2020-11-05,East,Rylee Sasa,36.1,16.72,19.38,7,2,0.4632
2020-11-05,West,Sasha Ellington,269.83,64.31,205.53,16,3,0.2383
2020-11-06,West,Sasha Ellington,333.58,25.02,308.56,3,1,0.075
2020-11-07,East,Rylee Sasa,56.52,21.48,35.04,9,1,0.38
2020-11-07,West,Sasha Ellington,1517.58,201.22,1316.36,27,6,0.1326
2020-11-08,Central,Neelam Nilam,1194.87,299.8,895.07,17,6,0.2509
2020-11-08,West,Sasha Ellington,807.69,136.85,670.83,32,6,0.1694
2020-11-09,Central,Neelam Nilam,3114.3,-1392.14,4506.45,39,10,-0.447
2020-11-09,East,Rylee Sasa,823.5,-109.06,932.56,17,5,-0.1324
2020-11-09,West,Sasha Ellington,4176.74,1051.65,3125.1,37,11,0.2518
2020-11-10,Central,Neelam Nilam,405.86,41.43,364.44,27,8,0.1021
2020-11-10,South,Sam Abioye,7.87,0.89,6.99,3,1,0.1131
2020-11-10,West,Sasha Ellington,641.02,37.31,603.71,5,2,0.0582
2020-11-12,Central,Neelam Nilam,44.98,19.26,25.72,11,3,0.4282
2020-11-12,East,Rylee Sasa,957.35,274.09,683.26,21,4,0.2863
2020-11-12,South,Sam Abioye,32.4,15.55,16.85,5,1,0.4799
2020-11-13,Central,Neelam Nilam,604.66,204.07,400.58,9,1,0.3375
2020-11-13,South,Sam Abioye,362.18,37.4,324.78,9,3,0.1033
2020-11-13,West,Sasha Ellington,813.99,158.62,655.38,11,4,0.1949
2020-11-14,Central,Neelam Nilam,619.86,117.6,502.25,24,6,0.1897
2020-11-14,West,Sasha Ellington,736.07,19.96,716.12,12,4,0.0271
2020-11-15,Central,Neelam Nilam,486.98,84.06,402.92,8,2,0.1726
2020-11-15,East,Rylee Sasa,9981.93,1437.35,8544.58,38,8,0.144
2020-11-15,West,Sasha Ellington,1075.37,432.73,642.64,12,3,0.4024
2020-11-16,Central,Neelam Nilam,1583.94,-248.63,1832.57,33,8,-0.157
2020-11-16,East,Rylee Sasa,751.4,-172.0,923.4,24,7,-0.2289
2020-11-16,West,Sasha Ellington,1071.51,73.1,998.41,19,5,0.0682
2020-11-17,Central,Neelam Nilam,503.13,136.45,366.68,7,2,0.2712
2020-11-17,East,Rylee Sasa,5873.61,1582.58,4291.02,30,7,0.2694
2020-11-17,South,Sam Abioye,682.91,180.27,502.64,11,3,0.264
2020-11-17,West,Sasha Ellington,166.44,79.89,86.55,3,1,0.48
2020-11-18,East,Rylee Sasa,907.56,251.17,656.39,16,4,0.2768
2020-11-19,Central,Neelam Nilam,269.59,17.3,252.29,6,2,0.0642
2020-11-19,South,Sam Abioye,865.5,323.13,542.37,13,4,0.3733
2020-11-19,West,Sasha Ellington,114.53,37.75,76.78,5,3,0.3296
2020-11-20,Central,Neelam Nilam,16.91,-27.55,44.46,6,2,-1.6292
2020-11-20,South,Sam Abioye,1032.57,465.22,567.35,15,5,0.4505
2020-11-20,West,Sasha Ellington,53.82,24.22,29.6,9,1,0.45
2020-11-21,Central,Neelam Nilam,239.81,-107.92,347.73,19,6,-0.45
2020-11-21,East,Rylee Sasa,62.81,21.2,41.61,3,1,0.3375
2020-11-21,West,Sasha Ellington,1060.66,-18.52,1079.18,14,5,-0.0175
2020-11-22,Central,Neelam Nilam,1266.61,254.6,1012.01,23,6,0.201
2020-11-22,East,Rylee Sasa,3206.94,-489.8,3696.75,23,6,-0.1527
2020-11-22,South,Sam Abioye,111.15,48.91,62.24,5,1,0.44
2020-11-22,West,Sasha Ellington,993.91,88.94,904.96,24,6,0.0895
2020-11-23,Central,Neelam Nilam,1273.63,-117.86,1391.48,17,6,-0.0925
2020-11-23,East,Rylee Sasa,1446.83,38.08,1408.76,9,3,0.0263
2020-11-23,West,Sasha Ellington,1695.24,228.41,1466.83,32,7,0.1347
2020-11-24,Central,Neelam Nilam,19.3,-14.48,33.78,5,1,-0.7503
2020-11-24,East,Rylee Sasa,414.63,139.19,275.44,24,5,0.3357
2020-11-24,West,Sasha Ellington,1272.06,-186.89,1458.94,23,8,-0.1469
2020-11-25,East,Rylee Sasa,203.66,41.3,162.36,7,2,0.2028
2020-11-26,Central,Neelam Nilam,1062.87,-170.32,1233.19,11,2,-0.1602
2020-11-26,East,Rylee Sasa,17.25,6.04,11.21,2,1,0.3501
2020-11-26,South,Sam Abioye,557.01,114.8,442.21,22,5,0.2061
2020-11-26,West,Sasha Ellington,643.7,61.95,581.75,20,5,0.0962
2020-11-27,Central,Neelam Nilam,12.62,3.95,8.68,2,1,0.313
2020-11-27,East,Rylee Sasa,30.1,13.54,16.56,4,2,0.4498
2020-11-27,West,Sasha Ellington,606.32,87.19,519.13,7,2,0.1438
2020-11-28,East,Rylee Sasa,62.28,29.27,33.01,4,1,0.47
2020-11-28,South,Sam Abioye,6.64,-4.43,11.07,9,1,-0.6672
2020-11-28,West,Sasha Ellington,150.23,-13.01,163.24,11,2,-0.0866
2020-11-29,Central,Neelam Nilam,3528.54,667.21,2861.33,15,3,0.1891
2020-11-29,East,Rylee Sasa,1941.69,169.82,1771.87,24,7,0.0875
2020-11-29,South,Sam Abioye,95.97,9.6,86.37,4,1,0.1
2020-11-29,West,Sasha Ellington,58.2,28.52,29.68,3,1,0.49
2020-11-30,Central,Neelam Nilam,117.17,-53.68,170.86,18,4,-0.4581
2020-11-30,East,Rylee Sasa,1633.44,157.06,1476.38,42,8,0.0962
2020-11-30,South,Sam Abioye,21.19,7.99,13.2,4,2,0.3771
2020-12-01,Central,Neelam Nilam,505.88,146.83,359.05,8,2,0.2902
2020-12-02,East,Rylee Sasa,129.98,62.39,67.59,2,1,0.48
2020-12-03,Central,Neelam Nilam,433.56,78.5,355.05,9,2,0.1811
2020-12-03,East,Rylee Sasa,883.7,50.6,833.07,24,7,0.0573
2020-12-03,South,Sam Abioye,24.56,6.88,17.68,2,1,0.2801
2020-12-03,West,Sasha Ellington,1621.83,289.07,1332.76,34,6,0.1782
2020-12-04,Central,Neelam Nilam,338.54,-194.56,533.08,23,7,-0.5747
2020-12-04,South,Sam Abioye,42.21,13.72,28.49,2,1,0.325
2020-12-04,West,Sasha Ellington,1590.24,161.82,1428.42,11,3,0.1018
2020-12-05,South,Sam Abioye,105.52,48.54,56.98,4,1,0.46
2020-12-05,West,Sasha Ellington,442.88,153.24,289.64,13,3,0.346
2020-12-06,Central,Neelam Nilam,60.42,6.04,54.37,2,1,0.1
2020-12-06,West,Sasha Ellington,1034.71,119.88,914.83,51,12,0.1159
2020-12-07,Central,Neelam Nilam,276.63,-25.56,302.19,9,4,-0.0924
2020-12-07,East,Rylee Sasa,1110.65,135.59,975.07,7,2,0.1221
2020-12-07,West,Sasha Ellington,135.38,15.73,119.65,12,2,0.1162
2020-12-08,East,Rylee Sasa,117.7,42.45,75.25,9,2,0.3607
2020-12-08,West,Sasha Ellington,455.63,58.7,396.93,11,3,0.1288
2020-12-10,Central,Neelam Nilam,210.39,-336.63,547.02,2,1,-1.6
2020-12-10,South,Sam Abioye,23.47,7.63,15.84,3,1,0.3251
2020-12-10,West,Sasha Ellington,4704.54,256.91,4447.64,31,7,0.0546
2020-12-11,Central,Neelam Nilam,97.35,-42.12,139.48,4,2,-0.4327
2020-12-11,South,Sam Abioye,12.39,5.82,6.57,3,1,0.4697
2020-12-11,West,Sasha Ellington,183.41,45.04,138.38,11,3,0.2456
2020-12-12,Central,Neelam Nilam,52.28,-24.3,76.57,12,4,-0.4648
2020-12-12,East,Rylee Sasa,7403.07,2230.84,5172.24,7,4,0.3013
2020-12-12,South,Sam Abioye,186.3,13.97,172.33,4,1,0.075
2020-12-13,Central,Neelam Nilam,812.5,-38.44,850.94,10,3,-0.0473
2020-12-13,East,Rylee Sasa,445.8,-108.27,554.07,7,1,-0.2429
2020-12-13,West,Sasha Ellington,6.16,1.97,4.19,2,1,0.3198
2020-12-14,Central,Neelam Nilam,535.65,83.68,451.97,25,5,0.1562
2020-12-14,South,Sam Abioye,1146.42,118.91,1027.5,20,5,0.1037
2020-12-14,West,Sasha Ellington,2712.12,213.05,2499.07,18,5,0.0786
2020-12-15,East,Rylee Sasa,5.48,-4.02,9.51,4,1,-0.7336
2020-12-15,South,Sam Abioye,40.05,11.21,28.84,3,1,0.2799
2020-12-17,Central,Neelam Nilam,372.12,34.15,337.97,9,3,0.0918
2020-12-17,South,Sam Abioye,2232.5,218.32,2014.18,28,5,0.0978
2020-12-17,West,Sasha Ellington,832.14,104.48,727.67,16,4,0.1256
2020-12-18,Central,Neelam Nilam,1192.53,440.79,751.74,11,4,0.3696
2020-12-18,East,Rylee Sasa,383.04,14.83,368.2,6,2,0.0387
2020-12-18,South,Sam Abioye,3616.68,710.65,2906.03,29,7,0.1965
2020-12-18,West,Sasha Ellington,1770.19,390.74,1379.45,35,11,0.2207
2020-12-19,East,Rylee Sasa,17.28,7.95,9.33,6,1,0.4601
2020-12-19,South,Sam Abioye,18.24,-14.59,32.83,2,1,-0.7999
2020-12-19,West,Sasha Ellington,1897.92,184.91,1713.01,9,2,0.0974
2020-12-20,Central,Neelam Nilam,274.09,23.54,250.56,11,3,0.0859
2020-12-20,East,Rylee Sasa,513.11,156.4,356.71,17,2,0.3048
2020-12-20,West,Sasha Ellington,11.76,3.18,8.58,4,1,0.2704
2020-12-21,Central,Neelam Nilam,212.42,59.84,152.58,12,2,0.2817
2020-12-21,East,Rylee Sasa,109.84,-3.72,113.56,5,2,-0.0339
2020-12-21,South,Sam Abioye,619.84,11.25,608.59,12,5,0.0181
2020-12-22,East,Rylee Sasa,30.36,8.73,21.63,5,1,0.2875
2020-12-22,South,Sam Abioye,9.57,3.47,6.1,2,1,0.3626
2020-12-22,West,Sasha Ellington,1910.28,252.12,1658.17,25,9,0.132
2020-12-24,Central,Neelam Nilam,609.25,-23.35,632.6,8,2,-0.0383
2020-12-24,East,Rylee Sasa,561.51,-2.35,563.84,20,6,-0.0042
2020-12-24,West,Sasha Ellington,870.66,22.11,848.57,27,7,0.0254
2020-12-25,Central,Neelam Nilam,67.95,-25.24,93.19,11,3,-0.3714
2020-12-25,East,Rylee Sasa,1067.72,118.62,949.11,19,3,0.1111
2020-12-25,South,Sam Abioye,521.92,195.98,325.94,9,2,0.3755
2020-12-25,West,Sasha Ellington,1308.79,-625.68,1934.48,26,8,-0.4781
2020-12-26,East,Rylee Sasa,2682.33,663.59,2018.73,19,4,0.2474
2020-12-26,West,Sasha Ellington,1049.97,43.26,1006.71,14,2,0.0412
2020-12-27,Central,Neelam Nilam,192.08,-0.67,192.74,12,4,-0.0035
2020-12-27,East,Rylee Sasa,48.36,6.05,42.32,5,1,0.1251
2020-12-27,West,Sasha Ellington,1831.67,562.64,1269.03,50,11,0.3072
2020-12-28,Central,Neelam Nilam,619.45,66.11,553.36,16,6,0.1067
2020-12-28,East,Rylee Sasa,962.08,-191.86,1153.96,21,5,-0.1994
2020-12-28,South,Sam Abioye,39.13,-8.8,47.93,1,1,-0.2249
2020-12-28,West,Sasha Ellington,551.99,-459.99,1011.97,5,1,-0.8333
2020-12-29,Central,Neelam Nilam,126.78,45.71,81.07,16,3,0.3605
2020-12-29,East,Rylee Sasa,4650.55,1339.3,3311.25,40,10,0.288
2020-12-29,West,Sasha Ellington,475.94,59.49,416.45,7,1,0.125
2020-12-31,East,Rylee Sasa,1932.09,-1161.54,3093.63,29,8,-0.6012
2021-01-01,Central,Neelam Nilam,1768.23,-348.46,2116.68,19,4,-0.1971
2021-01-02,Central,Neelam Nilam,72.24,35.47,36.77,8,2,0.491
2021-01-02,South,Sam Abioye,192.22,69.2,123.02,14,1,0.36
2021-01-03,East,Rylee Sasa,90.17,28.31,61.86,7,3,0.314
2021-01-03,West,Sasha Ellington,205.1,34.21,170.89,13,3,0.1668
2021-01-04,West,Sasha Ellington,31.54,7.89,23.64,7,2,0.2502
2021-01-07,South,Sam Abioye,364.07,131.08,232.99,13,4,0.36
2021-01-08,East,Rylee Sasa,1018.1,-373.3,1391.41,4,1,-0.3667
2021-01-10,East,Rylee Sasa,854.62,62.82,791.81,16,6,0.0735
2021-01-11,South,Sam Abioye,9.82,4.81,5.01,2,1,0.4898
2021-01-11,West,Sasha Ellington,612.46,155.49,456.97,16,3,0.2539
2021-01-15,Central,Neelam Nilam,254.74,-312.06,566.81,7,1,-1.225
2021-01-15,East,Rylee Sasa,6.68,2.0,4.68,2,1,0.2994
2021-01-15,South,Sam Abioye,88.96,10.01,78.95,8,1,0.1125
2021-01-17,Central,Neelam Nilam,301.74,-21.71,323.46,5,2,-0.0719
2021-01-21,West,Sasha Ellington,43.66,20.81,22.85,5,2,0.4766
2021-01-22,South,Sam Abioye,13.12,2.13,10.99,5,1,0.1623
2021-01-24,West,Sasha Ellington,182.72,84.05,98.67,8,1,0.46
2021-01-25,East,Rylee Sasa,769.34,-191.64,960.97,7,3,-0.2491
2021-01-25,West,Sasha Ellington,2803.92,0.0,2803.92,5,1,0.0
2021-01-26,South,Sam Abioye,4297.64,-1862.31,6159.96,13,1,-0.4333
2021-01-28,Central,Neelam Nilam,14.3,5.01,9.3,6,1,0.3503
2021-01-28,West,Sasha Ellington,2147.34,297.85,1849.49,10,2,0.1387
2021-01-29,Central,Neelam Nilam,99.26,38.91,60.35,7,3,0.392
2021-02-01,Central,Neelam Nilam,178.37,62.07,116.3,5,2,0.348
2021-02-01,East,Rylee Sasa,90.88,15.15,75.74,1,1,0.1667
2021-02-01,South,Sam Abioye,74.52,35.02,39.5,9,1,0.4699
2021-02-01,West,Sasha Ellington,149.06,45.18,103.89,7,2,0.3031
2021-02-04,Central,Neelam Nilam,692.21,-126.36,818.57,8,3,-0.1825
2021-02-04,East,Rylee Sasa,1558.42,350.55,1207.87,15,3,0.2249
2021-02-04,South,Sam Abioye,176.63,16.39,160.25,8,2,0.0928
2021-02-04,West,Sasha Ellington,5.28,1.53,3.75,3,1,0.2898
2021-02-05,South,Sam Abioye,324.11,152.59,171.52,7,2,0.4708
2021-02-06,Central,Neelam Nilam,21.11,7.82,13.29,5,3,0.3704
2021-02-06,East,Rylee Sasa,107.98,-27.0,134.98,3,1,-0.25
2021-02-07,Central,Neelam Nilam,581.63,79.43,502.19,14,4,0.1366
2021-02-07,West,Sasha Ellington,203.92,22.94,180.98,5,1,0.1125
2021-02-08,East,Rylee Sasa,77.24,7.72,69.52,5,1,0.0999
2021-02-12,East,Rylee Sasa,1079.96,104.54,975.43,23,7,0.0968
2021-02-13,Central,Neelam Nilam,974.9,287.37,687.53,10,3,0.2948
2021-02-13,West,Sasha Ellington,627.48,189.98,437.5,21,5,0.3028
2021-02-14,East,Rylee Sasa,35.88,16.15,19.73,6,1,0.4501
2021-02-14,West,Sasha Ellington,124.55,58.53,66.02,10,2,0.4699
2021-02-16,West,Sasha Ellington,105.84,31.64,74.2,6,3,0.2989
2021-02-18,East,Rylee Sasa,286.79,74.57,212.22,7,1,0.26
2021-02-18,South,Sam Abioye,29.99,3.0,26.99,1,1,0.1
2021-02-19,East,Rylee Sasa,2541.98,1270.99,1270.99,2,1,0.5
2021-02-19,West,Sasha Ellington,49.12,23.09,26.03,4,1,0.4701
2021-02-20,Central,Neelam Nilam,79.36,20.63,58.73,4,1,0.26
2021-02-21,East,Rylee Sasa,37.78,10.53,27.24,8,2,0.2787
2021-02-23,East,Rylee Sasa,25.87,11.73,14.14,5,2,0.4534
2021-02-25,East,Rylee Sasa,620.35,-28.35,648.7,18,4,-0.0457
2021-02-25,West,Sasha Ellington,538.92,80.84,458.08,9,1,0.15
2021-02-26,South,Sam Abioye,551.27,15.57,535.7,10,2,0.0282
2021-02-27,Central,Neelam Nilam,1379.17,4.84,1374.32,12,3,0.0035
2021-02-27,East,Rylee Sasa,3.55,0.44,3.11,2,1,0.1239
2021-02-27,South,Sam Abioye,58.72,27.01,31.71,4,1,0.46
2021-02-27,West,Sasha Ellington,200.73,-19.58,220.33,5,2,-0.0975
2021-02-28,Central,Neelam Nilam,112.04,53.58,58.46,7,2,0.4782
2021-02-28,West,Sasha Ellington,787.53,165.38,622.15,3,1,0.21
2021-03-03,Central,Neelam Nilam,380.95,-455.24,836.2,28,8,-1.195
